Key,Type,Created,Ready for QA,In QA,Ready for Signoff,Done
VD-5327,Story,2019-12-17,2020-01-09,2020-01-09,2020-01-13,2020-01-14
VD-5325,Story,2020-04-09,2020-04-30,2020-06-16,2020-06-16,2020-06-22
VD-5317,Story,2019-11-22,,,2020-07-06,2020-07-06
VD-5300,Story,2019-11-21,,,,2020-05-05
VD-5299,Story,2020-01-06,2020-01-22,2020-01-22,2020-01-31,2020-02-03
VD-5278,Story,2020-01-09,2020-02-14,2020-02-14,2020-03-02,2020-03-27
VD-5261,Task,2019-11-19,2020-01-24,2020-01-27,2020-01-30,2020-01-30
VD-5251,Story,2020-01-07,2020-01-17,2020-01-21,2020-01-30,2020-01-31
VD-5250,Story,2019-12-03,2020-01-10,2020-01-16,2020-01-17,2020-01-17
VD-5247,Story,2019-12-20,2020-01-17,2020-01-20,2020-01-30,2020-01-31
VD-5245,Story,2019-12-11,2020-01-10,2020-01-16,2020-01-17,2020-01-17
VD-5243,Story,2020-01-03,2020-01-17,2020-01-20,2020-01-30,2020-01-31
VD-5237,Story,2019-11-21,2020-03-24,2020-04-08,2020-04-14,2020-04-14
VD-5236,Story,2019-11-21,2020-02-07,2020-02-13,2020-02-14,2020-02-14
VD-5235,Story,2019-11-21,2020-05-19,2020-05-19,2020-05-22,2020-05-26
VD-5234,Story,2019-11-21,2020-02-13,2020-02-28,2020-03-02,2020-03-05
VD-5233,Story,2020-01-20,2020-01-30,2020-02-03,2020-03-06,2020-03-12
VD-5211,Story,2019-11-20,2020-03-25,2020-04-08,2020-04-08,2020-04-14
VD-5207,Story,2019-11-20,2020-05-19,2020-05-19,2020-05-22,2020-05-26
VD-5206,Story,2019-11-15,,,,2020-02-25
VD-5120,Story,2020-03-02,2020-04-22,2020-05-19,2020-06-16,2020-04-18
VD-5113,Story,2020-02-05,2020-04-18,2020-04-27,2020-06-26,2020-06-30
VD-5112,Story,2020-01-22,2020-02-06,2020-02-06,2020-02-14,2020-02-17
VD-5097,Story,2020-04-13,2020-04-18,2020-06-15,2020-06-16,2020-06-23
VD-5095,Story,2020-01-03,2020-01-09,2020-01-14,2020-01-21,2020-01-21
VD-5092,Story,2019-11-18,2020-01-22,2020-01-22,2020-01-27,2020-01-27
VD-5091,Task,2019-11-09,,,,2020-01-14
VD-5090,Task,2019-11-09,,,,2020-01-14
VD-5064,Story,2019-11-07,2020-04-16,2020-04-20,2020-04-20,2020-04-21
VD-5000,Story,2019-12-26,2020-03-19,2020-03-20,2020-04-01,2020-04-17
VD-4975,Story,2019-11-20,2020-01-07,2020-01-15,2020-01-23,2019-12-23
VD-4962,Story,2020-01-09,2020-01-17,2020-01-20,2020-01-30,2020-01-31
VD-4954,Task,2019-10-31,,,,2020-01-08
VD-4951,Story,2020-01-21,2020-04-17,2020-05-04,2020-05-18,2020-05-18
VD-4943,Story,2020-02-18,2020-03-19,2020-03-24,2020-04-01,2020-04-07
VD-4942,Story,2019-12-26,2020-04-08,2020-04-09,2020-05-18,2020-05-18
VD-4938,Story,2019-12-26,2020-04-19,2020-04-28,2020-05-18,2020-05-18
VD-4841,Story,2020-02-04,2020-02-28,2020-03-04,2020-03-06,2020-03-12
VD-4839,Story,2019-11-23,2020-01-07,2020-01-15,2020-01-27,2020-01-27
VD-4826,Story,2020-01-31,2020-03-09,2020-03-12,2020-03-18,2020-03-27
VD-4825,Story,2020-02-06,2020-03-18,2020-03-19,2020-03-25,2020-03-27
VD-4823,Story,2020-02-06,2020-03-18,2020-03-20,2020-03-20,2020-03-27
VD-4739,Task,2019-10-17,,,,2020-01-15
VD-4732,Task,2019-11-21,,,,2020-01-14
VD-4722,Story,2019-10-16,,,,2020-02-25
VD-4699,Story,2019-11-22,2020-01-15,,,2020-01-21
VD-4661,Task,2019-10-14,2020-01-10,2020-01-13,,2020-01-13
VD-4639,Task,2020-02-12,2020-02-20,2020-02-27,2020-03-04,2020-03-16
VD-4636,Story,2019-10-30,2020-01-28,2020-01-28,2020-01-31,2020-02-06
VD-4634,Story,2019-11-12,2020-01-27,2020-01-28,2020-02-06,2020-02-06
VD-4598,Story,2019-12-17,2020-01-03,2020-01-03,2020-01-21,2020-01-21
VD-4596,Story,2019-12-02,2020-01-14,2020-01-14,2020-01-27,2020-01-28
VD-4572,Story,2019-11-07,,,2020-07-08,
VD-4542,Story,2019-12-12,2020-01-24,2020-01-28,2020-03-17,2020-03-17
VD-4539,Story,2019-11-27,2020-02-17,2020-02-27,2020-02-27,2020-02-28
VD-4530,Story,2019-11-29,2020-02-14,2020-02-18,2020-02-19,2020-02-24
VD-4497,Story,2020-02-18,2020-03-07,2020-04-17,2020-05-12,2020-05-12
VD-4496,Story,2020-01-21,2020-02-19,2020-02-20,2020-04-23,2020-04-23
VD-4444,Story,2020-01-21,2020-02-28,2020-03-03,2020-03-05,2020-03-05
VD-4431,Story,2019-09-27,,,,2020-05-05
VD-4428,Story,2019-09-27,,,,2020-05-05
VD-4407,Story,2019-09-24,,,,2020-02-25
VD-4384,Story,2019-12-02,2020-02-14,2020-02-26,2020-03-04,2020-03-04
VD-4365,Story,2019-09-18,,,,2020-02-25
VD-4352,Story,2019-11-02,2020-01-24,2020-02-03,2020-02-04,2020-02-11
VD-4338,Story,2019-09-24,2020-01-13,2020-01-16,2020-01-16,2020-01-17
VD-4279,Story,2019-11-07,,,,2020-06-29
VD-4258,Story,2019-09-30,2020-04-19,2020-04-21,2020-05-20,2020-05-21
VD-4182,Story,2019-11-29,2020-01-07,2020-01-09,2020-01-09,2020-01-09
VD-4153,Story,2019-12-20,2020-01-07,2020-01-08,2020-01-14,2020-01-17
VD-4152,Story,2019-10-28,2020-01-09,2020-01-13,2020-02-04,2020-02-04
VD-4105,Story,2019-08-28,2020-02-24,,2020-02-24,2020-02-28
VD-4101,Story,2020-06-15,2020-06-19,2020-06-24,,
VD-4002,Task,2020-02-21,2020-03-05,2020-03-05,2020-03-05,2020-03-17
VD-3972,Story,2019-08-15,,,,2020-05-05
VD-3968,Story,2019-08-15,,,,2020-05-05
VD-3885,Story,2019-08-22,2020-06-30,2020-07-07,2020-07-07,2020-07-07
VD-3884,Story,2019-12-20,2020-05-30,2020-06-05,2020-06-05,2020-06-05
VD-3871,Story,2020-06-16,2020-07-06,,,
VD-3815,Story,2020-04-07,2020-04-19,2020-04-21,2020-06-05,2020-06-05
VD-3807,Story,2020-03-13,2020-06-04,2020-06-05,2020-06-05,2020-06-05
VD-3802,Story,2020-05-05,2020-05-06,2020-06-05,2020-06-15,
VD-3801,Story,2020-05-13,2020-05-19,2020-07-07,,
VD-3800,Story,2020-03-09,2020-04-09,2020-04-28,2020-06-05,2020-06-05
VD-3793,Story,2020-01-03,2020-02-25,2020-02-27,2020-03-02,2020-03-02
VD-3772,Story,2019-08-02,,,,2020-02-25
VD-3668,Story,2019-07-25,,,,2020-05-05
VD-3592,Story,2019-07-19,,,,
VD-3565,Story,2019-07-22,,,,2020-04-23
VD-3554,Story,2019-07-17,,,,2020-05-05
VD-3546,Story,2019-07-16,,,,2020-02-25
VD-3542,Story,2019-07-16,,,,2020-02-25
VD-3541,Story,2019-07-16,,,,2020-02-25
VD-3507,Story,2020-04-28,,,,
VD-3475,Story,2019-07-10,,,,2020-05-05
VD-3464,Story,2019-07-09,,,,2020-02-25
VD-3366,Story,2020-01-06,2020-01-08,2020-01-15,2020-01-16,2020-01-16
VD-3314,Story,2019-06-26,,,,2020-02-25
VD-3247,Story,2019-06-17,,,,2020-05-05
VD-3242,Task,2020-02-04,2020-07-01,2020-07-06,,
VD-3236,Story,2020-07-06,,,,
VD-3114,Story,2019-05-29,,,,2020-05-05
VD-3113,Story,2019-10-25,,,2020-07-01,2020-07-06
VD-3080,Story,2019-05-24,,,,2020-02-25
VD-3029,Story,2019-05-20,,,,2020-02-07
VD-2998,Story,2019-05-14,2020-07-06,,,
VD-2841,Story,2020-02-17,2020-07-06,,,
VD-2782,Task,2019-04-24,,2020-06-02,2020-06-09,2020-06-09
VD-2779,Task,2020-01-08,2020-01-21,2020-01-31,2020-02-12,2020-03-02
VD-2623,Story,2019-03-18,,,,2020-05-05
VD-2584,Story,2019-03-18,,,,2020-05-05
VD-2246,Story,2019-11-07,2020-04-30,,2020-04-30,2020-05-06
VD-2194,Story,2020-01-07,2020-01-23,2020-01-29,2020-01-30,2020-02-04
VD-2047,Task,2019-02-06,2020-02-07,2020-02-17,2020-02-28,2020-03-02
VD-1870,Task,2018-12-18,,,,2020-02-10
VD-1840,Story,2020-01-16,2020-05-06,,2020-05-06,2020-05-06
VD-1818,Story,2018-12-11,,,2020-05-06,2020-05-09
VD-1123,Story,2019-11-13,2020-07-02,2020-07-06,2020-07-06,2020-07-06
